base_seg_id	corpus	lpair	prob_target	mean_diff	corr_weighted_diff	pca_diff
_DE_EN_000998-06	uds2	deen	0.2827352473841649	0.09920261708889345	0.3800086684532541	-2.374866238268099
_DE_EN_000998-07	uds2	deen	0.7049577191944434	0.5988760764946824	0.7763129969381989	0.858058568139069
_DE_EN_000998-08	uds2	deen	0.6637783325116967	0.40003091924016865	0.3281613051117006	0.39234811233784306
_DE_EN_000998-09	uds2	deen	0.6781594693756312	0.7504309309274101	1.044388212551303	1.7235690642161887
_DE_EN_000998-10	uds2	deen	0.6466670674564055	-0.020789317814347136	0.21095806820110818	-2.229220576355157
_DE_EN_000998-11	uds2	deen	0.523554595076247	0.7171377153523906	0.478911430123686	1.170965228421585
_DE_EN_000998-12	uds2	deen	0.5709666800716061	0.7960257890709949	0.8986785404525118	0.6967237612571663
_DE_EN_000998-13	uds2	deen	0.4938643650508962	0.6727096740350459	0.5943914391315582	-1.8297032331384075
_DE_EN_000998-14	uds2	deen	0.4639893509799164	0.8215664738064421	0.6109441703321533	0.17558833990716172
_DE_EN_000998-15	uds2	deen	0.3478199297040387	0.2960785773163503	-0.09427400607033397	-0.7636546716892205
_DE_EN_000998-16	uds2	deen	0.3920790793345413	0.24119896506659738	-0.024308767383695404	-1.6531968240357173
_DE_EN_000998-17	uds2	deen	0.3622386712603345	-0.13481931042972342	-0.5219647184168001	-4.000189451020523
_DE_EN_000998-18	uds2	deen	0.5521789686383568	0.2954932907865611	0.1665923893254742	-0.38737582930729886
_DE_EN_000998-19	uds2	deen	0.4297941988579901	-0.06563866177609275	-0.3628630837692479	-1.2598651824205307
_DE_EN_000998-20	uds2	deen	0.4887229190521547	0.024016398582174477	-0.2681730926155947	-1.729365565109732
_DE_EN_000998-21	uds2	deen	0.5716892553347037	0.49685133401610626	0.34033221615400167	-1.2740551820960766
_DE_EN_000998-22	uds2	deen	0.5929087442011183	0.6024541871873971	0.4585220324482057	0.3441280459185686
_DE_EN_000998-23	uds2	deen	0.4865124581407116	0.25584906189380974	-0.046997225820126255	-1.580972006233135
_DE_EN_000998-24	uds2	deen	0.6674984343747098	0.6585494756903811	0.49036688326965067	0.92858704532134
_DE_EN_000998-25	uds2	deen	0.6005310551084067	0.6538659029253912	0.9200124638169553	1.5092454276165639
_DE_EN_000998-26	uds2	deen	0.5366463884361603	-0.0868028141075079	-0.4281388421969881	-2.7206078712977324
_DE_EN_000998-28	uds2	deen	0.7228898641432837	0.8526086287769669	0.9090555265358096	1.1848491198426059
_DE_EN_000998-29	uds2	deen	0.6091084787080426	1.0701080515208066	0.8648068200571601	2.7613680132473637
_DE_EN_000998-30	uds2	deen	0.5591776469479398	0.691476814383864	0.777256623095793	1.5302980172406553
_DE_EN_000998-31	uds2	deen	0.6413730403790775	0.8660319291127286	0.6693594623450624	1.068731256472096
_DE_EN_000998-32	uds2	deen	0.684502236190167	0.15967897968999245	0.27115159677112616	0.8837625185311612
_DE_EN_009131-01	uds2	deen	0.4671482977628667	0.7062122303755892	0.3673774608298078	0.939381628753167
_DE_EN_009131-02	uds2	deen	0.6626989971680389	0.105384988658355	-0.19158785983008278	-0.23012889238403794
_DE_EN_009131-03	uds2	deen	0.6091323759418676	0.8007702270218526	0.836059138988648	3.2633943442465916
_DE_EN_009131-04	uds2	deen	0.5531311519450802	0.8053595784512354	0.793158452841294	1.0046080218996956
_DE_EN_009131-05	uds2	deen	0.3713880688755303	-0.5096036463847432	-0.5203664090697844	-4.283826135898335
_DE_EN_009131-06	uds2	deen	0.2943259130942298	0.2410271741267145	0.25800014029566914	0.2753484205697948
_DE_EN_009131-07	uds2	deen	0.4944327699494171	0.11732569994507461	0.027821614442422586	-0.4043354195498356
_DE_EN_009131-08	uds2	deen	0.5052245937733493	0.3694002453134935	0.32864994907585865	0.44375178246941716
_DE_EN_009131-09	uds2	deen	0.5549833351053931	0.0778485522508687	0.04321715592839015	1.131518081976878
_DE_EN_009131-10	uds2	deen	0.38534724942633	0.3343788402110159	0.27142828974386524	0.36330105665697154
_DE_EN_009131-12	uds2	deen	0.5582483933585691	0.15652385016771111	0.01897269072779036	-0.35312046114017304
_DE_EN_009131-13	uds2	deen	0.5181558575957951	0.727463698577087	0.5163606509326673	2.5691729811574993
_DE_EN_009131-14	uds2	deen	0.4754582175751518	0.46361799116967284	0.16244916029647907	-2.4820307851736225
_DE_EN_009131-15	uds2	deen	0.5128237119635741	0.3655116355707583	0.4489888175832912	1.321518912181657
_DE_EN_011665-01	uds2	deen	0.5362604583674965	0.6433610331211835	0.3982821335745466	1.9967632700449878
_DE_EN_011665-02	uds2	deen	0.2563945134867665	0.39268049466976584	-0.01187124662717001	-0.9443955754688838
_DE_EN_011665-03	uds2	deen	0.5165533083331298	0.8103577764312363	0.40480342033330746	0.009592936106597949
_DE_EN_011665-04	uds2	deen	0.6403357251932674	-0.3894422383730997	-1.1643334231682152	-3.531580012918617
